tpgGen,envGen,frames,envName,tpgMin,tpgMax,tpgAvg,envFit,championSize,totalTeams,totalRootTeams
1022,14,1000,BattleZone-v0,0.0,8000.0,5448.43049327,0.658196312905,6,751,446
1023,14,1000,FishingDerby-v0,-46.0,-38.0,-45.83632287,0.0320752366716,105,751,450
1024,14,1000,PrivateEye-v0,-1000.0,4000.0,-259.135555556,0.349664068109,7,751,447
1025,14,1000,Alien-v0,0.0,140.0,92.706935123,0.909910869642,6,751,434
1026,14,1000,Boxing-v0,-58.0,0.0,-9.90783410138,0.968558996099,149,750,438
1027,15,1000,Skiing-v0,-9013.0,-4936.0,-8939.87899543,0.0165135952154,38,750,450
1028,15,1000,ChopperCommand-v0,0.0,1200.0,618.0,0.856433470508,6,751,434
1029,15,1000,DoubleDunk-v0,-10.0,0.0,-0.161290322581,0.882416794675,3,750,441
1030,15,1000,Hero-v0,0.0,0.0,0.0,0.0,3,750,444
1031,15,1000,TimePilot-v0,0.0,400.0,390.765765766,0.887137137137,3,750,447
1032,15,1000,Boxing-v0,-71.0,3.0,-9.48322147651,0.976490366659,236,751,452
1033,15,1000,UpNDown-v0,20.0,940.0,331.194690265,0.689505253786,10,751,448
1034,15,1000,Alien-v0,0.0,140.0,89.4642857143,0.887512147716,6,751,458
1035,15,1000,BattleZone-v0,0.0,8000.0,5807.86026201,0.684255215915,6,751,463
1036,15,1000,Alien-v0,0.0,140.0,92.3110151188,0.918000029385,6,750,461
1037,15,1000,DoubleDunk-v0,-2.0,0.0,-0.056399132321,0.863822607857,3,750,460
1038,15,1000,Hero-v0,0.0,0.0,0.0,0.0,3,751,450
1039,15,1000,Boxing-v0,-69.0,3.0,-10.5533333333,0.962765584515,149,751,450
1040,15,1000,UpNDown-v0,20.0,1990.0,338.888888889,0.376137061245,6,751,449
1041,15,1000,Skiing-v0,-9013.0,-4891.0,-8905.51224944,0.0242967195165,11,750,460
1042,15,1000,TimePilot-v0,0.0,800.0,383.260869565,0.859239130435,6,750,451
1043,15,1000,ChopperCommand-v0,0.0,1200.0,614.634146341,0.854178642797,6,751,449
1044,15,1000,BattleZone-v0,0.0,8000.0,5688.19599109,0.673100717644,6,751,441
1045,15,1000,Skiing-v0,-9013.0,-4934.0,-8967.51927438,0.010236928092,6,751,446
1046,15,1000,ChopperCommand-v0,0.0,1300.0,641.255605381,0.852165350268,9,750,450
1047,15,1000,UpNDown-v0,20.0,1990.0,339.022222222,0.381494301468,6,750,452
1048,15,1000,Alien-v0,0.0,140.0,89.6460176991,0.892460819136,6,750,445
1049,15,1000,Boxing-v0,-70.0,3.0,-10.5213483146,0.968013477242,149,750,441
1050,15,1000,TimePilot-v0,0.0,800.0,387.301587302,0.864449483497,6,750,447
1051,15,1000,DoubleDunk-v0,-8.0,0.0,-0.0581655480984,0.889137459607,3,751,445
1052,15,1000,BattleZone-v0,0.0,8000.0,5557.30337079,0.671722846442,6,751,448
1053,15,1000,Hero-v0,0.0,0.0,0.0,0.0,3,750,460
1054,15,1000,ChopperCommand-v0,0.0,800.0,618.260869565,0.896859903382,11,751,452
1055,15,1000,UpNDown-v0,20.0,1110.0,335.442477876,0.614804447613,63,750,457
1056,15,1000,Hero-v0,0.0,0.0,0.0,0.0,3,750,458
1057,15,1000,Boxing-v0,-70.0,3.0,-11.7270742358,0.954633354302,149,751,449
1058,15,1000,DoubleDunk-v0,-8.0,0.0,-0.0668151447661,0.889631279386,3,751,456
1059,15,1000,Skiing-v0,-9013.0,-4917.0,-8995.20833333,0.00393478191852,20,751,455
1060,15,1000,BattleZone-v0,0.0,8000.0,5641.75824176,0.668192918193,6,750,442
